hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
hanzo,2.55.12.94786,6779,14425,888,1898,,,390,858,715,1535,668,1423,747,1487,,,,,556,1246,527,1089,567,1150,634,1321,,,502,1096,585,1322
hanzo,2.55.13.95213,512,1099,76,150,,,32,73,55,113,60,128,47,101,,,,,41,97,26,67,53,99,45,108,,,46,80,31,83
hanzo,2.55.13.95301,1593,3414,237,452,,,83,208,168,351,152,329,167,343,,,,,147,324,119,235,134,296,125,291,,,124,279,137,306
hogger,2.53.0.83004,1026,2070,86,153,,,72,175,80,179,78,154,92,176,66,145,,,109,196,83,182,92,176,84,171,,,80,174,104,189
hogger,2.53.0.83077,20,42,0,2,,,2,5,3,5,1,2,3,5,1,2,,,4,5,2,2,0,2,1,4,,,3,5,0,3
hogger,2.53.0.83086,9766,16961,850,1424,,,740,1304,812,1444,851,1474,878,1516,663,1219,,,867,1453,864,1467,818,1400,733,1368,,,819,1415,871,1477
hogger,2.53.1.83632,378,733,35,61,,,19,44,36,78,32,54,38,64,23,43,,,37,72,33,66,37,63,27,63,,,26,64,35,61
hogger,2.53.1.83716,6588,12353,504,937,,,486,911,550,1081,578,1052,653,1190,421,853,,,636,1143,598,1047,556,1018,475,1008,,,532,1032,599,1081
hogger,2.53.2.84200,350,652,23,42,,,15,40,39,60,35,52,36,72,24,43,,,34,70,31,53,37,66,22,49,,,27,48,27,57
hogger,2.53.3.84249,14271,27244,992,1958,,,883,1646,1331,2579,1220,2270,1513,2877,767,1558,,,1602,2965,1250,2320,1178,2278,1023,2064,,,1152,2212,1360,2517
hogger,2.54.0.85027,5136,9969,374,733,,,263,521,480,959,430,806,596,1111,259,547,,,650,1243,437,831,408,793,365,734,330,661,,,544,1030
hogger,2.54.1.85267,1011,1937,60,118,,,52,95,91,171,90,166,114,230,45,100,,,136,255,79,154,98,169,64,132,72,140,,,110,207
hogger,2.54.1.85311,4550,8789,331,625,,,242,461,450,853,362,695,542,1038,210,437,,,563,1072,378,732,369,744,341,654,263,538,,,499,940
hogger,2.54.2.85551,236,477,12,30,,,8,20,22,45,15,44,26,53,12,22,,,39,74,18,29,22,42,19,33,15,31,,,28,54
hogger,2.54.2.85576,3798,7228,267,510,,,184,352,323,624,316,573,480,874,172,345,,,472,943,339,618,341,638,262,532,250,499,,,392,720
hogger,2.54.2.85894,4648,9025,321,602,,,215,418,433,859,377,742,518,1031,201,413,,,649,1208,405,768,401,781,295,621,290,577,,,543,1005
hogger,2.54.3.86223,9046,17363,571,1141,,,413,793,839,1609,818,1548,1171,2153,370,757,,,1231,2348,720,1341,654,1304,585,1204,550,1096,,,1124,2069
hogger,2.55.0.86938,9583,18440,590,1173,,,462,885,959,1769,727,1439,1113,2122,422,886,,,1313,2509,838,1563,772,1504,604,1240,619,1219,,,1164,2131
hogger,2.55.1.87306,8805,16605,521,1019,,,452,860,854,1577,747,1431,990,1921,355,691,,,1270,2321,740,1407,688,1301,490,991,595,1086,,,1103,2000
hogger,2.55.2.87774,4537,8730,276,543,,,249,465,433,829,360,710,556,1004,179,363,,,580,1121,401,735,353,675,278,589,298,621,,,574,1075
hogger,2.55.2.87990,1967,3746,113,216,,,107,184,213,389,155,328,215,412,86,166,,,246,463,182,321,139,267,129,268,125,255,,,257,477
hogger,2.55.2.88122,9778,18597,621,1178,,,494,941,877,1697,857,1611,1103,2090,438,878,,,1271,2421,855,1600,764,1451,654,1308,641,1240,,,1203,2182
hogger,2.55.3.88481,13634,25655,851,1609,,,767,1393,1276,2401,1179,2252,1542,2843,580,1150,,,1606,3101,1273,2310,1087,2044,848,1740,913,1761,,,1712,3051
hogger,2.55.3.88936,12102,22710,739,1490,,,639,1166,1180,2163,1067,1950,1341,2562,494,996,,,1395,2628,1122,1989,973,1814,787,1580,902,1671,,,1463,2701
hogger,2.55.3.89566,3893,7273,268,494,,,203,390,362,666,367,633,443,804,179,326,,,414,834,340,634,328,617,258,501,264,510,,,467,864
hogger,2.55.3.89754,21501,40112,1619,3004,,,1316,2398,2094,3935,1870,3539,2398,4435,,,,,2516,4689,1957,3589,1837,3482,1570,3024,,,1750,3297,2574,4720
hogger,2.55.3.90670,6598,12379,488,929,,,385,715,632,1188,601,1138,766,1432,,,,,736,1386,612,1115,589,1122,455,905,,,527,990,807,1459
hogger,2.55.3.91020,236,427,18,31,,,11,24,22,43,22,39,27,48,,,,,34,57,24,50,17,32,14,26,,,16,25,31,52
hogger,2.55.3.91081,386,772,32,66,,,17,35,44,80,26,66,50,88,,,,,57,96,27,65,34,64,28,58,,,30,65,41,89
hogger,2.55.3.91093,6793,12710,552,1020,,,423,764,684,1269,581,1131,774,1405,,,,,791,1424,603,1168,583,1107,487,969,,,519,1005,796,1448
hogger,2.55.4.91368,689,1293,52,94,,,44,83,57,108,61,123,73,141,,,,,85,157,71,115,62,119,43,99,,,50,102,91,152
hogger,2.55.4.91418,9109,17244,695,1315,,,509,996,896,1658,871,1671,972,1848,,,,,1100,2071,851,1534,802,1540,667,1286,,,660,1326,1086,1999
hogger,2.55.4.91769,13041,24658,993,1905,,,783,1563,1226,2404,1187,2286,1427,2633,,,,,1528,2852,1214,2178,1221,2238,938,1868,,,959,1903,1565,2828
hogger,2.55.5.92264,7271,14158,504,1023,,,402,793,674,1357,695,1319,828,1639,,,,,883,1697,704,1318,655,1261,448,952,,,502,1008,976,1791
hogger,2.55.6.92665,4857,9704,345,687,,,208,442,492,939,443,892,557,1166,,,,,647,1232,411,863,387,802,311,634,,,340,688,716,1359
hogger,2.55.7.93009,550,1027,26,57,,,31,55,53,96,43,93,58,104,,,,,75,138,60,86,53,104,40,80,,,34,71,77,143
hogger,2.55.7.93054,1750,3534,96,196,,,83,170,177,335,164,322,206,426,,,,,232,487,166,316,141,285,108,238,,,112,237,265,522
hogger,2.55.7.93151,1902,3640,120,229,,,109,203,168,350,181,326,206,415,,,,,232,466,195,361,139,276,131,250,,,131,246,290,518
hogger,2.55.8.93357,225,462,9,21,,,18,30,19,45,22,42,28,53,,,,,27,60,20,40,18,36,9,31,,,17,35,38,69
hogger,2.55.8.93382,3123,6193,200,375,,,125,256,323,623,285,566,384,769,,,,,414,797,324,591,235,494,212,437,,,167,388,454,897
hogger,2.55.9.93565,25,53,1,2,,,2,2,4,7,2,3,2,8,,,,,4,9,2,3,2,2,2,5,,,2,4,2,8
hogger,2.55.9.93613,397,786,27,58,,,19,27,38,68,30,69,57,109,,,,,54,109,35,68,37,69,19,51,,,31,52,50,106
hogger,2.55.9.93640,2979,5889,186,361,,,116,262,289,546,259,516,341,709,,,,,405,796,316,590,240,487,204,417,,,189,370,434,835
hogger,2.55.10.93810,4774,9260,258,511,,,205,400,461,895,438,849,584,1140,,,,,655,1265,471,835,393,749,304,640,,,306,614,699,1362
hogger,2.55.10.94189,1129,2239,59,126,,,37,93,117,230,94,190,148,291,,,,,166,317,109,210,100,182,64,147,,,64,134,171,319
hogger,2.55.10.94387,1143,2317,64,122,,,56,108,106,210,107,215,147,296,,,,,176,340,126,218,73,181,56,144,,,67,148,165,335
hogger,2.55.10.94470,3602,6965,195,363,,,152,286,346,671,312,620,487,881,,,,,430,874,364,680,325,617,248,497,,,207,455,536,1021
hogger,2.55.12.94714,562,1036,38,64,,,24,39,54,95,42,89,76,125,,,,,75,144,62,87,36,72,32,74,,,35,76,88,171
hogger,2.55.12.94786,4543,8442,267,489,,,199,369,450,846,381,712,597,1065,,,,,557,1076,435,800,416,774,299,549,,,255,524,687,1238
hogger,2.55.13.95213,362,694,18,39,,,12,27,33,76,36,56,48,79,,,,,49,95,30,57,31,59,25,55,,,24,44,56,107
hogger,2.55.13.95301,1266,2329,64,133,,,63,107,122,233,134,238,152,288,,,,,157,287,119,216,127,209,73,149,,,65,135,190,334
illidan,2.53.0.83004,414,813,23,37,,,14,31,58,117,32,65,59,105,27,46,,,30,64,54,98,23,46,34,70,,,19,43,41,91
illidan,2.53.0.83077,4,9,,,,,1,1,,,0,1,0,2,1,1,,,0,1,0,1,2,2,,,,,,,,
illidan,2.53.0.83086,3059,5882,130,267,,,109,209,431,844,256,508,393,782,221,418,,,204,392,426,770,121,253,268,505,,,191,353,309,581
illidan,2.53.1.83632,138,253,8,14,,,5,10,22,38,8,21,21,34,8,17,,,8,13,20,36,2,8,10,21,,,11,18,15,23
illidan,2.53.1.83716,2541,4968,133,252,,,77,176,390,757,215,417,326,627,210,398,,,155,327,299,594,111,221,217,417,,,158,281,250,501
illidan,2.53.2.84200,164,331,10,16,,,3,6,18,44,14,28,22,44,13,20,,,11,24,22,46,7,17,12,22,,,15,27,17,37
illidan,2.53.3.84249,6708,13021,320,688,,,264,563,929,1800,541,1108,833,1628,527,977,,,485,934,840,1599,323,644,574,1046,,,398,746,674,1288
illidan,2.54.0.85027,3515,6647,160,308,,,127,248,416,751,263,503,422,737,237,432,,,196,387,352,677,138,289,231,443,635,1255,,,338,617
illidan,2.54.1.85267,723,1418,32,77,,,23,60,82,168,71,138,85,135,43,79,,,49,87,78,160,35,68,51,100,116,221,,,58,125
illidan,2.54.1.85311,3148,6087,145,280,,,121,240,378,712,256,480,333,638,196,375,,,200,392,333,644,131,291,236,448,523,1008,,,296,579
illidan,2.54.2.85551,208,356,6,15,,,10,16,15,35,24,30,20,39,12,23,,,17,27,20,34,9,12,14,21,39,69,,,22,35
illidan,2.54.2.85576,2979,5694,120,237,,,126,238,356,652,239,450,313,600,204,365,,,222,402,339,629,131,268,205,413,477,965,,,247,475
illidan,2.54.2.85894,4028,7678,172,342,,,131,283,464,897,307,618,418,795,277,497,,,282,527,401,778,180,351,320,550,662,1285,,,414,755
illidan,2.54.3.86223,7200,13465,337,636,,,288,529,737,1426,608,1105,825,1458,520,956,,,485,901,713,1288,286,605,538,1045,1170,2221,,,693,1295
illidan,2.55.0.86938,5542,10550,246,501,,,205,432,631,1173,408,808,576,1087,376,717,,,363,681,627,1139,213,446,435,805,889,1725,,,573,1036
illidan,2.55.1.87306,4488,8601,162,331,,,173,349,556,1052,349,654,482,915,263,520,,,290,541,497,945,205,392,371,677,735,1414,,,405,811
illidan,2.55.2.87774,2543,4884,126,225,,,111,199,300,570,200,396,253,480,159,292,,,172,334,251,496,125,240,195,363,421,827,,,230,462
illidan,2.55.2.87990,1186,2169,48,98,,,34,72,144,253,91,166,130,226,81,146,,,62,112,157,258,44,86,96,183,191,361,,,108,208
illidan,2.55.2.88122,4816,9127,205,387,,,186,340,585,1089,372,750,507,975,327,601,,,298,561,556,992,217,401,399,721,745,1501,,,419,809
illidan,2.55.3.88481,6075,11462,255,493,,,218,417,706,1350,468,903,671,1196,363,679,,,419,754,714,1300,253,481,511,956,916,1887,,,581,1046
illidan,2.55.3.88936,5236,10134,228,470,,,209,411,561,1134,423,827,607,1078,359,711,,,355,682,609,1106,187,406,437,834,800,1604,,,461,871
illidan,2.55.3.89566,1691,3309,72,140,,,60,131,196,381,117,239,203,376,103,200,,,129,237,178,345,75,128,149,296,249,526,,,160,310
illidan,2.55.3.89754,10258,19374,534,1033,,,495,895,1395,2690,1001,1847,1269,2436,,,,,794,1524,1395,2528,516,1013,980,1902,,,757,1372,1122,2134
illidan,2.55.3.90670,3153,5976,154,301,,,146,282,451,820,289,584,439,792,,,,,250,464,379,724,162,298,326,619,,,226,439,331,653
illidan,2.55.3.91020,129,241,7,12,,,8,14,13,26,15,20,15,32,,,,,7,20,16,34,8,14,16,26,,,7,12,17,31
illidan,2.55.3.91081,199,387,10,22,,,11,18,26,50,20,43,25,41,,,,,15,27,25,46,14,26,18,35,,,15,32,20,47
illidan,2.55.3.91093,3347,6280,159,316,,,156,295,487,905,341,650,426,805,,,,,292,520,433,812,146,288,291,573,,,224,418,392,698
illidan,2.55.4.91368,350,661,8,23,,,15,29,50,99,34,62,55,89,,,,,25,51,42,85,16,36,40,78,,,32,51,33,58
illidan,2.55.4.91418,5169,9744,295,525,,,211,461,704,1360,521,996,656,1206,,,,,386,730,705,1287,229,464,477,916,,,381,676,604,1123
illidan,2.55.4.91769,6899,13128,359,701,,,329,612,1028,1902,611,1246,842,1617,,,,,576,1035,885,1705,339,698,644,1214,,,511,909,775,1489
illidan,2.55.5.92264,5465,10242,253,504,,,258,491,731,1444,528,1010,665,1250,,,,,446,806,727,1289,256,500,540,1008,,,405,751,656,1189
illidan,2.55.6.92665,4563,8398,207,413,,,214,397,580,1121,413,817,590,1079,,,,,348,618,658,1131,211,419,422,768,,,389,682,531,953
illidan,2.55.7.93009,610,1039,23,44,,,28,51,84,141,47,85,81,137,,,,,51,84,75,127,26,53,69,114,,,59,89,67,114
illidan,2.55.7.93054,1783,3301,97,190,,,84,169,223,425,184,331,215,403,,,,,135,252,238,431,78,157,184,331,,,153,265,192,347
illidan,2.55.7.93151,1854,3395,83,158,,,78,147,217,452,190,362,229,394,,,,,153,274,248,436,103,194,190,332,,,143,269,220,377
illidan,2.55.8.93357,171,316,8,14,,,10,17,26,43,13,33,32,44,,,,,10,18,13,36,9,25,17,31,,,9,18,24,37
illidan,2.55.8.93382,3194,5960,136,286,,,167,302,429,822,297,574,385,735,,,,,263,484,422,765,148,290,324,544,,,269,481,354,677
illidan,2.55.9.93565,37,67,3,5,,,1,1,2,6,3,5,7,11,,,,,4,9,6,9,3,3,2,5,,,3,7,3,6
illidan,2.55.9.93613,420,804,26,46,,,22,37,46,103,41,73,54,96,,,,,37,66,52,98,22,44,39,80,,,34,67,47,94
illidan,2.55.9.93640,3029,5595,157,270,,,128,245,411,732,293,566,384,696,,,,,244,423,397,736,159,321,322,572,,,208,387,326,647
illidan,2.55.10.93810,5151,9377,291,505,,,273,502,693,1297,496,920,616,1110,,,,,383,721,679,1217,283,518,527,924,,,366,657,544,1006
illidan,2.55.10.94189,1077,2043,54,101,,,51,114,148,297,103,198,138,261,,,,,78,152,137,259,52,102,117,201,,,81,145,118,213
illidan,2.55.10.94387,1154,2175,54,101,,,58,109,157,292,105,213,148,272,,,,,91,172,166,304,45,100,111,208,,,70,144,149,260
illidan,2.55.10.94470,3680,6824,157,298,,,186,341,534,1005,360,690,438,824,,,,,259,513,513,949,192,346,356,650,,,288,501,397,707
illidan,2.55.12.94714,515,953,24,44,,,30,49,65,113,56,104,61,112,,,,,52,92,74,137,23,47,44,88,,,26,61,60,106
illidan,2.55.12.94786,3842,7120,154,310,,,215,382,532,983,401,774,512,882,,,,,298,567,499,933,157,296,384,692,,,283,503,407,798
illidan,2.55.13.95213,304,568,12,24,,,14,26,47,84,39,73,29,70,,,,,23,42,50,73,7,23,27,52,,,22,43,34,58
illidan,2.55.13.95301,974,1826,56,103,,,58,110,131,257,103,195,135,219,,,,,62,132,109,210,32,78,99,187,,,73,130,116,205
imperius,2.53.0.83004,1152,2286,120,222,,,86,165,82,172,80,163,94,174,102,230,,,82,167,84,168,79,160,99,197,,,127,261,117,207
imperius,2.53.0.83077,21,49,4,4,,,1,2,2,2,1,3,1,3,0,3,,,3,7,1,6,3,7,2,4,,,1,4,2,4
imperius,2.53.0.83086,8363,16614,777,1562,,,623,1242,687,1259,632,1295,648,1311,851,1641,,,581,1243,644,1266,636,1288,649,1251,,,884,1819,751,1437
imperius,2.53.1.83632,245,517,21,53,,,14,29,18,38,23,44,17,42,24,51,,,20,44,17,34,19,39,20,45,,,35,56,17,42
imperius,2.53.1.83716,4515,9718,411,877,,,309,643,334,746,357,781,324,727,494,994,,,308,716,336,723,345,768,358,747,,,526,1158,413,838
imperius,2.53.2.84200,242,497,19,37,,,14,24,15,36,19,33,21,39,26,65,,,16,35,19,45,18,40,23,38,,,35,61,17,44
imperius,2.53.3.84249,7839,17243,656,1451,,,554,1190,652,1372,621,1362,605,1320,878,1858,,,549,1297,617,1338,623,1359,625,1366,,,813,1869,646,1461
imperius,2.54.0.85027,2861,6120,302,631,,,265,514,228,468,233,486,209,472,328,700,,,194,469,208,459,254,549,230,493,180,367,,,230,512
imperius,2.54.1.85267,1275,2562,119,235,,,106,200,133,230,102,221,117,210,148,273,,,78,186,93,213,105,219,86,191,84,167,,,104,217
imperius,2.54.1.85311,5851,11524,548,1049,,,489,943,477,915,514,980,486,941,707,1355,,,394,872,413,886,478,983,446,866,407,758,,,492,976
imperius,2.54.2.85551,291,607,29,67,,,25,50,26,49,28,59,25,50,46,89,,,11,33,14,28,25,51,27,45,12,35,,,23,51
imperius,2.54.2.85576,4677,9433,476,930,,,416,802,350,696,391,811,307,678,553,1084,,,299,658,346,730,390,835,400,748,333,636,,,416,825
imperius,2.54.2.85894,5263,10838,555,1128,,,434,912,418,842,424,870,428,862,596,1215,,,364,775,418,841,452,1015,437,832,327,678,,,410,868
imperius,2.54.3.86223,8311,16874,879,1722,,,735,1408,624,1245,720,1497,668,1339,982,1925,,,551,1212,567,1228,664,1391,643,1311,529,1065,,,749,1531
imperius,2.55.0.86938,7228,14883,670,1379,,,656,1264,543,1123,595,1236,554,1153,861,1743,,,498,1080,579,1188,631,1315,572,1166,450,966,,,619,1270
imperius,2.55.1.87306,6824,13761,700,1420,,,656,1223,493,1007,541,1129,543,1068,768,1552,,,503,1041,518,1052,611,1274,494,997,434,842,,,563,1156
imperius,2.55.2.87774,3505,7215,327,732,,,321,640,269,578,311,623,261,550,407,848,,,265,543,275,523,317,658,256,500,222,438,,,274,582
imperius,2.55.2.87990,1534,3201,147,314,,,129,276,127,266,132,266,122,243,227,426,,,95,221,111,254,131,268,106,230,99,191,,,108,246
imperius,2.55.2.88122,7063,14372,741,1462,,,757,1439,573,1178,602,1200,516,1060,839,1716,,,458,991,535,1106,588,1241,513,1028,416,840,,,525,1111
imperius,2.55.3.88481,8311,17134,796,1693,,,844,1659,664,1314,659,1383,621,1268,983,2017,,,577,1239,632,1326,749,1584,596,1209,493,1037,,,697,1405
imperius,2.55.3.88936,6735,14091,658,1397,,,691,1402,532,1106,527,1171,498,1047,816,1605,,,454,994,525,1113,571,1233,512,1059,419,854,,,532,1110
imperius,2.55.3.89566,2161,4433,213,443,,,256,477,162,333,202,409,132,304,241,526,,,173,322,138,310,215,426,143,295,132,251,,,154,337
imperius,2.55.3.89754,12362,25529,1351,2801,,,1471,2910,992,2026,1154,2339,976,2005,,,,,916,1981,948,2041,1169,2449,920,1865,,,1464,3008,1001,2104
imperius,2.55.3.90670,3819,7763,465,931,,,428,858,332,606,331,643,259,564,,,,,291,632,288,607,401,821,270,572,,,454,913,300,616
imperius,2.55.3.91020,126,247,15,27,,,18,37,3,11,13,23,7,10,,,,,10,19,6,12,13,23,7,21,,,18,40,16,24
imperius,2.55.3.91081,197,419,19,42,,,27,52,18,34,24,42,9,23,,,,,14,32,7,26,24,51,18,25,,,24,57,13,35
imperius,2.55.3.91093,3967,8146,450,908,,,544,1014,298,669,357,729,301,638,,,,,307,627,289,628,357,723,301,575,,,452,972,311,663
imperius,2.55.4.91368,448,918,49,100,,,72,116,36,68,38,86,35,73,,,,,28,74,33,79,42,83,31,59,,,43,99,41,81
imperius,2.55.4.91418,5837,11878,642,1261,,,744,1460,478,933,508,1087,476,924,,,,,420,900,439,943,571,1162,429,876,,,689,1392,441,940
imperius,2.55.4.91769,7783,15673,833,1634,,,1002,1879,637,1251,695,1417,565,1142,,,,,622,1300,599,1263,747,1532,572,1142,,,889,1818,622,1295
imperius,2.55.5.92264,5233,10896,568,1184,,,661,1346,448,833,457,984,422,868,,,,,392,854,339,801,554,1138,359,768,,,614,1258,419,862
imperius,2.55.6.92665,3676,7606,420,850,,,503,1009,269,554,359,742,242,541,,,,,259,608,285,574,392,765,243,530,,,411,856,293,577
imperius,2.55.7.93009,405,813,45,93,,,69,97,35,67,39,74,25,50,,,,,22,61,30,73,33,81,31,61,,,49,99,27,57
imperius,2.55.7.93054,1308,2626,133,285,,,187,353,104,212,100,238,108,205,,,,,100,186,96,207,140,275,87,164,,,152,305,101,196
imperius,2.55.7.93151,1287,2741,140,292,,,186,363,95,200,122,249,86,192,,,,,99,225,95,228,135,276,91,190,,,144,299,94,227
imperius,2.55.8.93357,159,349,20,42,,,28,56,4,17,18,32,10,25,,,,,11,22,13,31,15,34,11,24,,,13,35,16,31
imperius,2.55.8.93382,2052,4366,242,525,,,265,547,141,304,192,398,118,296,,,,,161,359,175,355,202,445,140,296,,,245,507,171,334
imperius,2.55.9.93565,28,49,3,7,,,8,11,2,4,1,4,1,2,,,,,1,2,2,3,3,4,1,2,,,6,8,0,2
imperius,2.55.9.93613,283,621,32,67,,,39,83,21,50,36,62,21,45,,,,,14,42,19,47,23,55,14,35,,,33,71,31,64
imperius,2.55.9.93640,2012,4163,225,470,,,296,563,156,316,172,354,128,271,,,,,131,304,178,353,209,415,123,266,,,245,490,149,361
imperius,2.55.10.93810,3351,6852,357,742,,,418,822,305,564,286,602,260,542,,,,,234,544,269,530,293,645,256,520,,,389,801,284,540
imperius,2.55.10.94189,1873,3440,220,378,,,205,371,178,303,166,306,157,284,,,,,142,283,148,289,155,302,127,240,,,189,372,186,312
imperius,2.55.10.94387,3397,5937,350,620,,,354,607,302,524,299,548,297,515,,,,,270,481,282,484,318,559,270,459,,,346,608,309,532
imperius,2.55.10.94470,7853,14902,880,1608,,,731,1378,752,1324,656,1257,669,1270,,,,,630,1293,650,1265,705,1379,667,1250,,,835,1556,678,1322
imperius,2.55.12.94714,928,1766,112,204,,,97,184,69,141,88,165,62,137,,,,,78,155,82,136,76,167,80,144,,,99,175,85,158
imperius,2.55.12.94786,5151,10409,568,1071,,,508,1049,435,842,411,910,429,855,,,,,414,864,452,912,509,1069,394,804,,,585,1152,446,881
imperius,2.55.13.95213,341,656,40,81,,,37,67,29,52,30,60,23,48,,,,,19,45,27,57,31,66,36,52,,,33,62,36,66
imperius,2.55.13.95301,1030,2052,96,224,,,134,248,80,148,99,173,80,156,,,,,77,164,87,163,89,203,83,166,,,125,242,80,165
jaina,2.53.0.83004,1170,2082,74,138,,,81,148,92,161,88,168,126,211,101,149,,,98,189,110,201,132,235,96,187,,,88,146,84,149
jaina,2.53.0.83077,21,34,2,2,,,2,3,1,3,1,2,2,2,1,1,,,3,6,1,1,1,6,3,4,,,4,4,,
jaina,2.53.0.83086,7883,14814,509,1016,,,634,1273,564,1059,707,1287,755,1338,726,1316,,,687,1353,752,1379,820,1514,560,1084,,,524,1019,645,1176
jaina,2.53.1.83632,350,644,22,38,,,24,46,32,51,26,60,38,70,24,53,,,36,55,28,57,42,69,30,52,,,22,47,26,46
jaina,2.53.1.83716,7662,14539,493,962,,,598,1217,631,1155,664,1276,678,1319,675,1219,,,682,1306,742,1366,754,1504,562,1086,,,546,992,637,1137
jaina,2.53.2.84200,370,678,28,45,,,37,57,30,56,42,72,33,64,33,71,,,22,44,36,56,33,65,26,46,,,20,39,30,63
jaina,2.53.3.84249,15888,30759,1110,2128,,,1300,2651,1282,2407,1307,2542,1385,2617,1426,2713,,,1335,2743,1494,2839,1638,3089,1254,2431,,,1099,2154,1258,2445
jaina,2.54.0.85027,5949,11411,471,892,,,468,956,446,848,489,925,528,1006,555,1023,,,512,1022,534,1033,601,1126,437,856,442,853,,,466,871
jaina,2.54.1.85267,1290,2398,100,180,,,107,206,107,181,118,212,133,223,114,202,,,101,205,106,208,128,237,94,180,87,180,,,95,184
jaina,2.54.1.85311,5267,10264,402,773,,,463,909,457,835,431,854,468,906,474,929,,,413,878,474,893,504,975,371,726,390,754,,,420,832
jaina,2.54.2.85551,799,1360,62,97,,,62,120,68,105,59,107,68,122,73,123,,,69,128,63,116,92,148,52,82,63,102,,,68,110
jaina,2.54.2.85576,7140,13324,459,907,,,559,1102,553,1046,646,1167,582,1115,650,1161,,,580,1129,684,1256,750,1406,586,1018,541,986,,,550,1031
jaina,2.54.2.85894,8769,16522,600,1160,,,665,1330,725,1313,754,1424,751,1420,781,1477,,,780,1497,791,1430,881,1682,676,1248,673,1200,,,692,1341
jaina,2.54.3.86223,13398,25530,1001,1913,,,1018,2038,989,1892,1223,2308,1215,2285,1228,2301,,,1127,2252,1180,2128,1174,2336,1120,2065,947,1795,,,1176,2217
jaina,2.55.0.86938,14630,27261,1068,1917,,,1154,2276,1140,2076,1206,2297,1338,2477,1329,2444,,,1222,2374,1356,2502,1331,2549,1110,2132,1149,2022,,,1227,2195
jaina,2.55.1.87306,12036,22560,832,1588,,,942,1864,930,1729,1019,1914,1099,2050,1094,2046,,,1030,1965,1131,2038,1158,2162,901,1729,903,1652,,,997,1823
jaina,2.55.2.87774,5922,11108,428,795,,,439,865,466,887,498,941,492,946,509,974,,,513,974,528,992,567,1045,463,871,520,904,,,499,914
jaina,2.55.2.87990,2551,4821,171,346,,,155,341,200,399,219,415,230,419,247,446,,,207,420,281,502,216,432,219,401,188,310,,,218,390
jaina,2.55.2.88122,12796,23617,864,1591,,,972,1926,1086,1938,1059,1958,1247,2227,1127,2100,,,1058,2014,1176,2165,1218,2283,1030,1799,948,1786,,,1011,1830
jaina,2.55.3.88481,15249,28703,1032,1971,,,1235,2448,1209,2219,1248,2412,1419,2623,1405,2610,,,1275,2473,1449,2680,1367,2617,1211,2234,1143,2097,,,1256,2319
jaina,2.55.3.88936,13575,25374,883,1734,,,1053,2126,1026,1912,1086,2016,1248,2293,1286,2320,,,1127,2186,1304,2348,1271,2379,1094,2034,1023,1876,,,1174,2150
jaina,2.55.3.89566,4375,8373,276,547,,,340,706,356,693,355,685,385,754,441,791,,,394,732,392,758,418,784,323,643,353,632,,,342,648
jaina,2.55.3.89754,23517,44465,1717,3325,,,1986,3903,2117,3905,2109,3955,2419,4479,,,,,2151,4237,2538,4672,2441,4645,2007,3754,,,1819,3547,2213,4043
jaina,2.55.3.90670,7079,13623,498,1025,,,583,1250,635,1202,680,1299,755,1415,,,,,682,1264,729,1375,714,1400,578,1109,,,536,1012,689,1272
jaina,2.55.3.91020,240,453,16,41,,,21,39,23,39,20,37,20,41,,,,,32,52,30,48,31,55,15,39,,,18,31,14,31
jaina,2.55.3.91081,405,774,36,68,,,39,73,50,87,30,57,38,73,,,,,41,88,31,66,46,88,28,52,,,39,59,27,63
jaina,2.55.3.91093,7581,14225,547,1010,,,595,1237,681,1235,693,1328,809,1494,,,,,693,1365,847,1494,790,1515,625,1187,,,577,1066,724,1294
jaina,2.55.4.91368,749,1454,52,118,,,53,108,78,131,70,142,71,152,,,,,66,139,88,160,80,138,55,109,,,70,124,66,133
jaina,2.55.4.91418,9056,17785,694,1344,,,722,1529,816,1568,830,1576,974,1869,,,,,815,1702,990,1886,946,1892,722,1464,,,694,1327,853,1628
jaina,2.55.4.91769,11353,22135,811,1595,,,925,1931,1029,1882,998,1987,1181,2241,,,,,1073,2144,1221,2378,1199,2313,972,1869,,,882,1741,1062,2054
